row_id,story,question,answer,summary,story_tokens,summary_tokens,answer_tokens,summ_bucket,story_bucket,task,target_words
3551,"(CNN) -- Sri Lanka's prime minister warned Saturday that his country ""stands on the brink,"" as its soldiers cornered Tamil Tiger fighters in an assault that is trapping more than 50,000 civilians on a small plot of coastal land. Sri Lanka's defense ministry says this handout photo shows troops with a captured Tamil Tiger craft Thursday. The United Nations estimated the number of civilians, who were trapped on about 1.5 square miles (four square kilometers) of land. Government troops seized the last remaining coastal stretch under the control of Tamil Tiger rebels, the Ministry of Defense said Saturday, marking a possible end to more than 25 years of fighting in the island nation. The seizure marks the total capture of coastline territory previously controlled by the rebels, it said, after army divisions advanced from the north and south to link up. An army source told CNN that about two square kilometers in the region remain to be captured, and that military officials expect that to happen in a couple of days. The rebels -- formally known as the Liberation Tigers of Tamil Eelam (LTTE) -- have fought for an independent state for minority Tamils in Sri Lanka since 1983. As many as 70,000 people have been killed since the civil war began. ""Sri Lanka stands on the brink,"" Prime Minister Rathnasiri Wickremanayake said in a written statement.  Watch aid agencies fear for Sri Lanka » ""We have called repeatedly for the violence to cease. The humanitarian agencies must be granted access to civilians caught in the crossfire of a dreadful conflict.  Watch iReporter Thileepan's footage of the ""safe zone"" » ""We are backing U.N. efforts to secure an orderly end to the conflict. The LTTE must lay down its arms and allow civilians to leave. Sri Lanka must understand that there will be consequences for its actions."" No formal declaration of victory is expected at least until Sri Lankan President Mahinda Rajapaksa returns to the country from Amman, Jordan, where he is attending the World Economic Forum. In an address to the summit in Amman on Saturday, Rajapaksa said the Sri Lankan armed forces had defeated the rebels. ""I will be going back to my country Sri Lanka that has been totally freed from the barbaric acts of terrorism of the LTTE. This freedom comes after 30 long years."" ""Our economic prosperity must essentially rest upon global peace and stability. Terrorism has for decades denied us this right. All eleven countries gathered here today have suffered the effects of terrorism, some more than others. ""Terrorism has raised its ugly head in different forms from time to time and destroyed all development initiatives in most of our countries"" he said. On Friday, the Navy arrested the wife of Soosai, a leader of Sea Tigers -- the ocean-going arm of the rebel group. His daughter and son-in-law were also arrested. Navy officials, quoting those who were arrested, said Tigers leader Velupillai Prabhakaran is believed to be inside the area of the latest fighting. Other sources have said he has escaped. CNN's Iqbal Athas contributed to this report.",What are rebels fighting for?,an independent state,"No formal declaration of victory expected until President Mahinda Rajapaksa returns .
PM: Country is on the brink, we have called for violence to stop .
Rebels have fought for an independent state for minority Tamils since 1983 .
Navy officials: Tigers leader Velupillai Prabhakaran believed to be in area of fighting .",640,72,3,LONG,S_STORY,SUMM_LONG,45.0
3552,"(CNN) -- Sri Lanka's quarter-century-long civil war is in its final phase, the government suggested Friday, as its troops pounded Tamil Tiger rebels in the country's north. This picture, released by the Sri Lankan defense ministry, is said to be of a dead Tamil Tiger body captured after fighting on May 14, 2009. The rebels -- formally known as the Liberation Tigers of Tamil Eelam (LTTE) -- have fought for an independent state in Sri Lanka since 1983. As many as 70,000 people have been killed since the civil war began. President Mahinda Rajapaksa said the end of the current military push, which is often referred to as a civilian rescue mission, is less than 48 hours away. He spoke from Jordan on Friday, where he's attending an economic summit. ""The Tamil civilians held hostage by the LTTE in small area of land in the north would be rescued, and the Tamils would be saved from the threat of LTTE terrorism,"" Rajapaksa said. In a rapid military push, Sri Lankan forces have squeezed Tamil Tiger fighters into approximately 1.5 square miles (four square kilometers) of coastal land. The United Nations estimates that more than 50,000 civilians are trapped there.  CNN's Paula Newton reports on the plight of trapped civilians » The chunk of land, known as the no-fire zone or civilian safety area, was under siege by government forces Friday, according to Tamilnet.com, a rebel Web site. ""The entire safety zone area is in smoke ... as shelling by the Sri Lanka army was destroying all the structures within a narrow strip of coastal land, which is densely populated with tens of thousands of people,"" Tamilnet said. Humanitarian aid groups have reported mass civilian casualties in the fighting. ""The government is moving forward in extremely difficult circumstances. After all, the ... Tamil Tigers are seeded amidst the middle of all these civilians. It's very difficult to weed out and identify who is a fighter and who is not,"" said Gordon Weiss, a U.N. spokesman. ""It makes it very very dangerous for civilians, and it explains the very large toll on civilian life that we've seen at this point."" Weiss called the fighting a ""bloodbath"" at the beginning of the week. The situation had worsened by Friday, the International Committee of the Red Cross said. It suspended evacuation and medical rescue operations in the no-fire zone. Aid agencies had been stuck offshore, unable to deliver badly needed relief supplies and evacuate civilians. ""Our staff are witnessing an unimaginable humanitarian catastrophe,"" said Pierre Krahenbuhl, the Red Cross' director of operations. ""No humanitarian organization can help them in the current circumstances. People are left to their own devices."" The U.N. Security Council and U.S. President Barack Obama on Wednesday called for both sides to protect civilians and allow humanitarian aid into the conflict zone.  Watch frustration build at the United Nations » In a statement at the White House, Obama urged Sri Lankan government troops to halt the ""indiscriminate"" shelling of civilians trapped with the remnants of the country's Tamil Tigers. He also prodded the rebels to stop using civilians as human shields. Security Council members issued a statement demanding ""that all parties respect their obligations under international humanitarian law."" A Red Cross worker was killed Wednesday during shelling in the conflict zone in Sri Lanka -- the third aid worker killed in six weeks -- the Red Cross said.",What do the red cross say?,"The situation had worsened by Friday,","Sri Lanka president says end of current military push less than 48 hours away .
U.N. estimates more than 50,000 civilians trapped in area under siege .
Red Cross: ""Staff are witnessing an unimaginable humanitarian catastrophe""
Tamil Tigers have fought for an independent state in Sri Lanka since 1983 .",702,63,7,LONG,S_STORY,SUMM_LONG,45.0
632,"(CNN) -- ""For architects, perfection is necessary,"" said Japanese architect Kengo Kuma. ""It is my mission to use the kindness and delicateness that old architecture had. I believe that this mission is not easy to complete. So I am planning to work until I fall down."" With nearly 60 projects on the go across the world, Kuma's search for perfection is all consuming; he rarely takes a day off from work and sometimes even finished projects are analyzed and amended. The 55-year-old from Tokyo has become synonymous with delicate simplicity and sensitivity to a building's surrounding. From the Great (Bamboo) Wall House located near the Great Wall of China outside of Beijing to the Suntory Museum of Art in Tokyo, Kuma has employed natural materials that complement a building's location to great acclaim. View the gallery of Kuma's spectacular buildings ""I try to catch the atmosphere of the place where we build the house. We try to find out how the people live there and what kind of materials they use. After we find out the atmosphere of the place, we will think how we can relate that with the architecture."" Using mostly glass and Chinese bamboo to make the house by the Great Wall, it comfortably blended into the natural surroundings, but the Suntory Museum of Art, completed in 2007 presented different challenges. ""Usually, a building in a massive developed area tends to be a sad building. However, I wanted to make a building which is warm and could feel a human's touch. To make that ideal building, I used natural material such as Japanese paper and paulownia [wood]. I wanted to take back the human element even if the building was inside the city."" Much of modern architecture is often unfairly portrayed as lacking that human element, but Kuma's focus on retrieving and remaining Japanese traditions in architecture has gone some way to dispel that myth. It is a far cry from his initial architectural fascination with concrete, in part inspired by the Olympic stadium designed by Kenzo Tange for the 1964 Games in Tokyo. ""I learned that architecture can impress people. If the Olympics were not held in Tokyo, I might not have become an architect,"" he told CNN. If Tange's buildings for the Olympics were responsible for sparking Kuma's imagination, he's followed a different path in his career. After earning a master's degree in architecture from The University of Tokyo in 1979 and further study at Columbia University in New York, he returned to Japan in 1986 -- a boom time for architects. ""People who were only about 30-years-old could design a building. It was an era of post-modernism and a lot of young people were making outstanding buildings during that time."" But the economic recession hit Japan in 1992 and it had a profound impact on Kuma's life and changed his attitude to architecture. ""I didn't have a job in Tokyo for 10 years. I was designing small buildings in the countryside. I worked with a craftsman and studied how to use natural materials in those 10 years. From this experience, I learned the great aspects of Japanese traditional architecture. I started to design traditional Japanese architecture and foreign people took notice of the design,"" he said. ""I think the cities of Japan are a bit damaged by the concrete buildings,"" Kuma added. ""Because of the sub-prime issue and now another economic crisis, I feel this is again a good opportunity for architects to design buildings slowly."" In focusing taking a more holistic approach to his craft, Kuma has promoted the humanizing elements of architecture and its ability of improve people's lives. It's an approach that he has likened to making sushi. ""There are two important things to make sushi. One is the material and the other is the skill... For sushi, both the power of the material and skill is important and their balance is very important. ""I believe that this balance is what people want,"" Kuma continued. ""People and society are seeking the thing like sushi",What is a Japanese architect doing?,promoted the humanizing elements of architecture and its ability of improve people's lives.,"Japanese architect has popularized sensitive Japanese traditions in buildings .
Has works across the world including museums and private residences .
""Architecture is like sushi: balance of material and skill is very important""",806,41,17,SHORT,L_STORY,SUMM_SHORT,32.0
10138,"Washington (CNN) -- African-Americans are extremely supportive of President Obama, but their enthusiasm appears to have dramatically dropped from earlier this year, according to a new national poll. The CNN/Opinion Research Corp. survey, released Tuesday, also indicates that Obama's presidency appears to have made blacks more optimistic about race relations, but less than one in five believe the new president has ushered in a new era of race relations in the country. More than nine in 10 blacks questioned in the poll approve of the job Obama's doing in the White House, far higher than 42 percent of whites who approve of his performance as president. But when asked how they personally feel about Obama's presidency, only 42 percent of black respondents say they're thrilled, with nearly half of those questioned saying they are happy but not thrilled. The 42 percent who are thrilled is down from 61 percent in January, when Obama was inaugurated. ""African-Americans are still big fans of the first black president in U.S. history, but the thrill is gone,"" said CNN Polling Director Keating Holland. According to the poll, 51 percent of African-Americans say Obama's presidency has brought some improvement in race relations in the U.S., but only 18 percent feel it's the start of a new era. Another 23 percent say they've seen a real change in race relations over the past 11 months and 7 percent say things have gotten worse. The survey indicates that three-quarters of blacks believe race relations will improve eventually, which is up from 49 percent of blacks who felt that way a year before Obama was elected. ""Whites take a dimmer view of Obama's effect on race relations, with a third believing that the new presidency has not changed race relations in the country and 15 percent of whites saying that Obama has made race relations worse,"" Holland added. ""Not surprisingly, whites are less supportive of Obama, although for a notable number of whites, their negative view of the president is due to the perception that he's not been liberal enough."" The CNN/Opinion Research Corporation poll was conducted December 16-20, with 1,160 adult Americans, including 259 African-Americans and 786 whites, questioned by telephone. The survey's overall sampling error is plus or minus 3 percentage points and plus or minus 6 percentage points for the African-Americans sample. CNN Deputy Political Director Paul Steinhauser contributed to this story",How many blacks approve Obama's job?,More than nine in 10,"CNN/Opinion Research Corp. Poll released Tuesday .
Poll: More than nine in 10 blacks approve of the job Obama is doing .
Black respondents saying they're ""thrilled"" down 19 points from January .
Approval rating more than twice as high among blacks than among whites .",485,62,5,LONG,S_STORY,SUMM_LONG,45.0
245,"(CNN)  -- Eight people were arrested Tuesday, one on a charge of murder, in connection with the fatal shooting of a woman at a remote Louisiana campsite during what police say was an initiation ceremony for the Ku Klux Klan. 

Chuck Foster is charged with second-degree murder in the woman's death. 

The woman, whose identity has not been confirmed, was recruited over the Internet to join the Klan by the suspects, said Capt. George Bonnett of the St. Tammany Parish Sheriff's Office. 

The woman traveled from Oklahoma to Louisiana for the ceremony and was taken to a campsite near Sun, Louisiana, about 60 miles north of New Orleans. 

On Sunday, the woman asked to be taken from the camp to a nearby town. An argument ensued, and the woman was fatally shot by the group's leader, Bonnett said. 

Some of the suspects then tried to conceal the killing by burning the woman's personal items, he said. 

Police received a tip about the killing and found the woman's body hidden under loose brush alongside a road, Bonnett said. The suspects, most of whom were still in the woods near the campsite several miles from where the body was found, were taken into custody without incident, he said. 

The group's leader, identified as Chuck Foster, 44, was charged with second-degree murder. The others were charged with lesser crimes related to trying to conceal the killing, Bonnett said. 

Authorities found weapons, several flags and six Klan uniforms in the area, he said. 

Bonnett said he has not seen any Klan activity in the area in three years he has worked there. According to the Southern Poverty Law Center, there were seven active Klan organizations in Louisiana in 2007, the last time the civil rights law firm tracked hate groups. 

None of these organizations was in the Sun area. 

CNN's Marylynn Ryan contributed to this report.",What did suspects recruit oklahoma woman to join?,the Klan,"Suspects recruited Oklahoma woman to join Klan, Louisiana police say .
She was shot after demanding to be taken to nearby town, authorities say .
Eight suspects are accused of trying to cover up killing .
One man is charged with second-degree murder .",415,52,2,SHORT,S_STORY,SUMM_SHORT,32.0
3354,"(CNN) -- SeaWorld will resume killer whale shows while the company and two federal agencies investigate the death of a whale trainer at SeaWorld Orlando, company and federal officials announced Friday. 

The shows, which were suspended at all SeaWorld locations after the death Wednesday at SeaWorld Orlando, will resume Saturday with new precautionary measures in place, said Jim Atchison, president of SeaWorld Parks & Entertainment. 

Earlier Friday, the Labor Department's Occupational Safety and Health Administration and the Agriculture Department's Animal and Plant Health Inspection Service announced they were looking into the death of Dawn Brancheau, 40. 

Brancheau was pulled underwater when a killer whale named Tilikum grabbed her ponytail. A source at SeaWorld said that after seizing her, the whale dove deep underwater. Trainers eventually had to wrangle the animal into a smaller pool before they could retrieve her body about 40 minutes later. 

WESH: Watch tourist's video just before attack 

A former head of animal training said Friday that Brancheau left herself vulnerable to attack and that she may have broken the park's training protocol. 

""Dawn, if she was standing here right now, would tell you that that was her mistake in allowing that to happen,"" said former SeaWorld trainer Thad Lacinak, who had worked with Brancheau in the past, on ABC's ""Good Morning America."" 

Lacinak called Brancheau ""one the best killer whale trainers I ever worked with."" 

Still, he said, Brancheau should not have been lying in a slideout -- a platform covered by roughly 4 inches of water -- so close to a killer whale. 

""When I was there we did have a protocol that you would not do that, you would not lie down in a slideout and get that close to his mouth. 

""Now, whether she broke that protocol or not I don't know, or if the protocol changed in how they were working with him,"" Lacinak continued. ""But I'm pretty sure it was her breaking the protocol."" 

Atchison said Friday that it's too soon to tell if Brancheau violated protocol. 

""It's far too early to get to that point,"" the SeaWorld president said. ""We're really still trying to collect information, trying to understand the nature and scope of the event."" 

He declined to discuss SeaWorld's training protocols, saying they are ""proprietary documents."" 

Atchison had high praise for Brancheau and said a charitable foundation is being formed to support causes she was interested in. 

He told reporters that video images in connection with the accident have been made available to the appropriate authorities. 

Atchison said Tilikum ""is a wonderful animal"" and ""will remain an active and contributing member of the team despite what happened."" 

""He's a very special animal that requires special handling. Obviously the procedures that we've had in place are something we're revisiting at this point,"" he said. 

Tilikum's size and weight -- 12,000 pounds, compared with 6,000 to 9,000 pounds for the facility's other killer whales -- was one reason there were separate procedures in place for him at the Orlando facility. 

When the shows with killer whales resume Saturday at Orlando and other SeaWorld parks, trainers won't get into the water with the animals. ""Direct interactions"" with the animals were suspended in all three SeaWorld parks after the death. 

Various other improvements and changes will be enacted, Atchison said. 

iReport: Photo taken moments before attack 

Labor Department spokesman Mike Wald said the safety and health agency is looking into whether OSHA workplace standards were violated in the incident. It will complete a report within six months, he said. 

If workplace infractions are found, OSHA will propose financial penalties, Wald said. If that happens, the company could accept the penalties and make any necessary workplace changes or appeal proposed penalties before an OSHA review commission. 

David Sacks, Agriculture Department spokesman, said inspectors are looking into the incident from the animal welfare perspective. 

The Animal and Plant Health Inspection Service wants to know if there were any violations of the Animal Welfare Act, a federal set of minimum",Trainers won't get into what?,water with the animals.,"NEW: Trainers won't get into the water with the whales, CEO says .
NEW: He says charitable foundation being formed in trainer's name .
OSHA, Animal and Plant Health Inspection Service looking into death .
Dawn Brancheau, 40, died Wednesday after whale pulled her underwater .",916,62,5,LONG,L_STORY,SUMM_LONG,45.0
5521,"BOGOTA, Colombia (CNN) -- The commander of the Revolutionary Armed Forces of Colombia's Force 47 told reporters in Bogota Monday -- a day after surrendering -- that ""the solution is not through war. There must be dialogue."" Nelly Avila Moreno, center, alias Karina, is escorted by soldiers after surrendering. Nelly Avila Moreno, 45, whose nom de guerre was Karina, said she and her longtime male companion made the decision jointly to abandon the FARC group, based in the jungle, at 5 a.m. Sunday. She said pressure from Colombian soldiers had been key to their decision, and she called on her fellow rebels to follow her example. ""I invite them to change the sensibility that is among the guerrillas,"" she said, seated by her companion, who said nothing during the news conference. She also had a message for the Colombian people: ""It is important to do something for peace in Colombia, and that need to do something is precisely one of my motivations."" After 24 years with the FARC, Karina said she wants to reintegrate with society. ""At this moment, what I am thinking about is reuniting with my family and with all of society,"" she said. Karina said she had had no contact with the group's leaders for the past two years. During that time, she said, ""I was trying to stay alive."" She said she knows nothing about the group's leaders, because ""everything in the FARC is very compartmentalized."" Still, she did hear through the news media about the killing by another member of FARC of Ivan Rios, a member of the group's central high command. ""We suffered a very strong blow,"" she said. She acknowledged that news led her to worry about the possibility that one of her fellow guerrillas might consider doing the same thing to her. ""A person has a lot of combatants alongside, but you don't know what each one is thinking,"" she said. Asked about news reports of guerrilla operations she may have participated in, Karina admitted to nothing. ""They accuse me of a lot of things I wasn't part of,"" she said. But Miguel Antonio Paez told CNN en Espanol that he remembers well the woman who, with a band of guerrillas, stopped the bus he was on in 2004 in northwest Colombia, ordered him and the other passengers off and the bus be burned. ""The commander of that guerrilla group -- a dark-haired woman, tall, with one eye missing -- called herself Karina,"" he said. ""She ordered me tied up. Here, I have the marks from the wires, and there, while I was tied up, she lopped off my penis and testicles and I remained castrated for all my life."" Asked specifically about the killing of the father of President Alvaro Uribe in 1983, she said she did not know who carried out the act, and added, ""I don't have my hands stained in that deed."" She said that with her surrender have come new fears about possible retribution from FARC loyalists, who consider her a traitor. Wearing a red sweatshirt and what appeared to be a diamond earring in her left ear, she said she once believed the FARC would rule Colombia. ""I once dreamed of that,"" she said. Gen. Mario Montoya, chief of the army, said two Colombian air force helicopters were sent Sunday to pick up Karina and her companion, who had given authorities their general location. ""With this, we have given a confounding strike to the FARC structure,"" particularly to Front 47, which at this point is practically dismantled,"" he said. Since the killing of Rios, 45 members of the group have laid down their arms and accepted a government plan for reinstallation into society, he said. ""We want to send a message to all members of FARC who persist in the mountains,"" he said. ""To tell them, what Karina has done is the road all the members",What rebel and her male companion surrender?,"Nelly Avila Moreno,","Rebel ""Karina"" and her male companion surrender .
Karina  was a commander of Colombian rebels .
She says, ""The solution is not through war. There must be dialogue""
She says she fears possible retribution from FARC loyalists .",825,53,7,SHORT,L_STORY,SUMM_SHORT,32.0
7659,"Lagos, Nigeria (CNN) -- Nigeria's ailing President Umaru Yar'Adua, who gave amnesty to armed militants in the troubled oil-rich Niger Delta region, died Wednesday, the country's information minister said. He was 58. 

Yar'Adua had not been seen in public since November, when he went to Saudi Arabia for treatment of an inflammation of tissue around his heart. He was diagnosed with that condition, acute pericarditis, last fall after he complained of chest pain. 

He returned to Nigeria in February but had remained out of sight. 

Vice President Goodluck Jonathan has served as the country's acting leader since Yar'Adua fell ill. 

Yar'Adua took office in 2007 in an election mired in controversy and accusations of vote-rigging. 

""There was ballot snatching, voters were molested, voters were beaten ... and also payment inducement to vote for certain candidates,"" said Eneruvie Enakoko of the Civil Liberties Organization, a human rights group in Lagos. 

The president, a soft-spoken and unassuming figure who did not bask in the media spotlight like past leaders of the West African nation, pledged to fight to improve the country of 150 million people despite the accusations. 

""Our collective goal is to deliver for our children a Nigeria better, stronger, more peaceful, more secure and more prosperous than we met it,"" Yar'Adua said. 

President Barack Obama issued a statement late Wednesday expressing his condolences to Yar'Adua's family and the Nigerian people. 

""President Yar'Adua worked to promote peace and stability in Africa through his support of Nigerian peacekeeping efforts as well as his strong criticism of undemocratic actions in the region,"" Obama said in the statement. ""He was committed to creating lasting peace and prosperity within Nigeria's own borders, and continuing that work will be an important part of honoring his legacy."" 

His election followed wide support from his predecessor, leading critics to label him a puppet of the former president, Olusegun Obasanjo. 

After he was elected, Yar'Adua replaced some of Obasanjo's top officials, including the head of the army, a move analysts said was aimed at shedding off his predecessor's influence. 

One of Yar'Adua's biggest successes was offering amnesty to militants in the troubled oil-rich Niger Delta region, a move that brought fragile peace to the area after years of conflict. The well-armed Niger Delta rebels have been battling Nigeria's armed forces over oil profits, which they say are unequally distributed. 

While he has hospitalized in Saudi Arabia, the militants called off the truce, dealing a blow to plans to end violence that has crippled oil production in the nation. 

Analysts say he did little to institutionalize reform in a country where two-thirds of the population lives on less than a dollar a day. 

""Because many people feel disillusioned economically and as long as they have those sentiments -- I think the risk of radical uprisings in places like northern Nigeria and certainly southern Nigeria in the Delta will continue regardless of who is in power,"" said Rolake Akinola, an analyst at Control Risks West Africa. 

Yar'Adua, a former chemistry teacher, was married twice and has nine children. 

CNN's Faith Karimi and Christian Purefoy contributed to this report.",What year did Yar'Adua take office?,2007,"Nigeria's information minister says President Umaru Yar'Adua has died .
Yar'Adua had given amnesty to armed militants in troubled oil-rich Niger Delta region .
He went to Saudi Arabia in November for heart treatment .
Yar'Adua took office in 2007 in election mired in controversy, accusations of vote-rigging .",738,78,1,LONG,L_STORY,QA,
10139,"Washington (CNN) -- Alabama now has the toughest immigration law in the nation. The law went into effect on September 29, prompting hundreds of families to pull their children from school and workers to disappear from Alabama farms. A federal appeals court has blocked some provisions, including the one requiring state officials to check the legal status of students in public schools. No doubt, the issue is far from being settled. 

Alabama is just one state where an uproar over immigration has been heard. The rapid growth in Alabama's immigrant population, a large proportion estimated to be mostly present illegally, was the impetus behind the law. But the reality of immigration is more complex than the perception. 

You wouldn't know it from the rhetoric the last few years, but immigration nationally over the past decade was slower than in the 1990s. 

Between 1990 and 2000, the United States gained 11.3 million immigrants, the largest increase this country has ever experienced, a growth rate of 57%. The 2000s, by contrast, witnessed an 8.8 million increase in immigrants, a 28% growth rate. An estimated 40 million foreign-born individuals now call the United States home, according to Census Bureau data released in September, which we analyze in a new report. 

So why the ruckus now? 

The context for immigration has changed considerably since 2000. Economic times were good at the beginning of the decade, so immigrants, legal and illegal, were drawn by plentiful jobs in an expanding economy. Back then, they were viewed as assets to our labor force and society. Today, amid economic distress, unemployment and shrinking public coffers, immigrants are more likely to be viewed as a drain on resources and as competitors for jobs. 

During the economic expansion of the late 1990s, immigrants found new opportunities in some unexpected places. This trend continued in this decade as immigrants dispersed to new metro areas and suburbs within metro areas. The five metropolitan areas with the largest foreign-born populations -- New York, Los Angeles, Miami, Chicago and Houston -- housed a smaller share of the nation's immigrants, just 38% in 2010, compared to 43% in 2000. Meanwhile, immigrants have increasingly settled in the suburbs, so by 2010 a majority of the nation's immigrants are suburban residents. 

Nine metropolitan areasâ€”from Scranton, Pennsylvania to Indianapolis, Indiana to Nashville, Tennesseeâ€”experienced at least a doubling of their foreign-born populations between 2000 and 2010. This rapid change did not come without resistance. In the eight states represented by these metro areas, restrictive immigration legislation was introduced, if not passed. Florida, Tennessee, and Alabama all participate in the 287(g) program, an agreement between state and local law enforcement with Immigration Customs and Enforcement (ICE) delegating authority for immigration enforcement within their jurisdictions. 

The friction in places unaccustomed to or unprepared for new inflows of foreigners, particularly those who are assumed to be present illegally, manifests itself in different ways. In Arizona, Alabama, Georgia, Indiana and South Carolina, where metro areas experienced some of the fastest or largest growth in their foreign-born populations over the decade, state legislatures passed laws in 2011 to crack down on unauthorized residents. 

Not every region is reacting in this way. Metro areas that want to stem their population loss and boost economic growth -- such as Detroit and Cleveland -- are devising ways to woo immigrants. These areas experienced the slowest growth of their immigrant populations among all metropolitan areas -- Detroit at 9% and Cleveland at 6% -- well below the 26% growth across the 100 largest metro areas. 

Dayton, Ohio, where the tiny immigrant population grew by 57% over the past 10 years, is the most recent place to buck the ""stay out"" trend. The city council agreed to a new plan, crafted by 130 community members from all segments of Dayton's communities, outlining a framework for new policies to make the city more open and supportive of immigrants. 

Dayton's Mayor Gary Leitzel emphasized, ""This is not a city of Dayton government program. For this effort to be successful, it will take the support and active participation",What laws are passed,immigration,"Immigration actually slowed down in the last decade despite the uproar, authors say .
They say the immigration issue is much more contentious because of a poor economy .
Some areas have seen immigrant population more than double, prompting controversy .
Authors: While some pass laws to curb immigrants, other places welcome them .",855,63,1,LONG,L_STORY,SUMM_LONG,45.0
3832,"(CNN) -- The ambush by up to a dozen gunmen of a bus carrying members of the Sri Lankan cricket team in Lahore is the realization of fears long held by the sport's leading players.

Pakistani policemen outside The National Stadium after masked gunmen attacked the Sri Lankan cricket team in Lahore on March 3, 2009.

The Sri Lankan team had agreed to tour Pakistan after India pulled out in the aftermath of the terrorist attacks in Mumbai last November when more than 160 people died in a three-day siege.

The England team was in India -- but not in Mumbai -- during the attacks and promptly cut their tour short and returned home.

In September 2008, Cricket Australia decided to push ahead with a tour of India despite a series of bomb attacks in the country's capital New Delhi.

In March of the same year, they had pulled out of a tour of Pakistan after a spate of suicide bombings. Before that, the Australian team had not played in Pakistan for 10 years.

Such was the concern about the security risks presented to players in Pakistan that in August 2008 the International Cricket Council (ICC) announced the biennial Champions Trophy would be postponed until October 2009.

The ICC announced last month that it was investigating other venues after three countries -- England, New Zealand and Australia -- expressed reservations about touring Pakistan. South Africa pulled out of the 2008 competition citing security concerns.

Long before that, in 2002, a suicide bomb blast outside the New Zealand team's hotel prompted them to pack up and abandon the second Test series in Pakistan. The explosion injured the team physiotherapist and killed 11 French navy experts as well as two Pakistanis.

The previous year, the New Zealand team cancelled a scheduled tour of Pakistan in the aftermath of the September 11 attacks in the U.S.

Most of the team stayed on to play, though under increased security, when a suicide attack closed Colombo's international airport in July 2001.

In February 1996, Australia and the West Indies refused to play in preliminary World Cup matches in Sri Lanka after a huge bomb blast killed 80 people and injured 1,200 in Colombo.

In November 1992, also in Colombo, a suicide bomber detonated a bomb outside a hotel where the New Zealand team was having breakfast, killing four people. Five players and the coach were allowed to return home on compassionate grounds.

Five years earlier, in April 1987, the New Zealand team cut short a three-test tour of Sri Lanka after a car bomb killed 100 people at a bus station in Colombo.",Who is investigating?,The ICC,"Sri Lankan team agreed to replace India in Pakistan after Mumbai attacks .
International teams have long expressed concern about security in Pakistan .
Australian team pulled out of tour of Pakistan last year after suicide bombings .
ICC currently investigating other venues for postponed Champions Trophy .",529,54,2,SHORT,S_STORY,SUMM_SHORT,32.0
8861,"Port-au-Prince, Haiti (CNN) -- Dr. Roberto Feliz and Dr. Hiba Georges were quickly jolted from the most modern of medical care in Boston, Massachusetts, to the most rudimentary of care when they flew to Haiti last week to work at a hospital housed in two tents run by the University of Miami. 

The doctors, who worked at the Boston Medical Center, quickly learned that when you have no technology -- not even the simplest blood test -- you have to make medical decisions in an entirely different way. 

The first death they witnessed taught them a valuable lesson. 

The patient was a boy who needed his leg amputated or else he would die of either an infection or rhabdomyolysis, a kidney disease that follows injuries where muscles are crushed. 

Find loved ones in Haiti | Share your story 

Feliz, Georges and the other doctors had nowhere to take the boy. Their own hospital had yet to open its operating room, so they spent hours trying to find a hospital that could do surgeries. Their search was in vain. 

Finally, the doctors decided to do the surgery themselves that night by the moonlight under a mango tree. 

""We just sawed his foot off. We didn't have to use anesthesia because he was already unconscious and wasn't feeling a thing,"" Feliz says. 

But they'd waited too long. The boy took his last breath during the surgery. 

""Some of the doctors cried,"" Feliz says. ""I told them, 'There is no crying in medicine.'"" 

As a direct result of the boy's death, a few hours later, at 3 in the morning, the surgeons at the University of Miami hospital decided to build their own operating room. They had no surgical lights, no oxygen, no blood, no ventilators and no monitors. For a tourniquet they used one of the doctor's belts. 

""We'd been waiting to build the operating room until we received better equipment, but after that boy's death we became more aggressive. We said let's do it, because they're going to die anyway,"" Feliz says. 

The doctors continued to learn lessons about what one had called ""civil war medicine"" after the operating room went up. 

At one point, a 16-year-old boy needed an amputation, but the surgeons asked Feliz and Georges to make sure the boy's kidneys were working before they put him through surgery. Without any blood tests to assess kidney function, the only thing they could look for was urine as a sign that his kidneys were working. 

""We tried to see if we could get some urine going, but there was not a drop. We filled him with fluids and gave him Lasix, a diuretic, to get him to pee, but nothing,"" Feliz says. 

The boy died as the doctors were treating him. 

""I saw a lot of deaths there, but this one hit me the hardest,"" he says. ""I texted my wife back at home, 'I've had a bad day.'"" 

After that boy's death, surgeons were quicker to give permission to amputate, Feliz says. 

Feliz says if there's any silver lining to practicing such rudimentary medicine, it's that it made him a more humble doctor. 

""Back in Boston, I'm a hot shot. The nurses have to respect me,"" Feliz says. ""Here, I'm just a worker bee. I cleaned the OR floor after surgery. I carried dead bodies down the street. I was in traffic carrying dead bodies. That makes you human. I came here a very fancy doctor, and I'm leaving here as a humble man.""",what is causing surgeons to amputate more quickly?,no technology,"Doctors arriving in Haiti learn there is no technology, no basic equipment .
Doctors created operating room with no surgical lights, oxygen, blood or ventilators .
After witnessing death of children, surgeons quicker to give permission to amputate .",795,48,2,SHORT,L_STORY,QA,
