row_id,task,story_bucket,summ_bucket,story_tokens,summary_tokens,answer_tokens,story,question,answer,summary,target_words
925,SUMM_LONG,S_STORY,LONG,396,76,11,"(CNN) -- A former professional football player and his ex-girlfriend have been charged in the killing of her wealthy boyfriend for money, a breakthrough in a cold case dating to 1994. Eric Naposki, a former football player, has been charged in the killing of an ex-lover's boyfriend. Eric Naposki and Nanette Packard McNeal face the possibility of life sentences over the shooting of Bill McLaughlin, according to the Orange County, California, district attorney. Authorities said Packard McNeal persuaded her ex-boyfriend to kill McLaughlin so she could claim a $1 million life insurance policy, inherit $150,000 and get the right to live in his beach house for a year. She gave Naposki a key to McLaughlin's house and information about when he would be home, officials said Wednesday. Naposki shot the victim six times, then went to work at a nearby nightclub where he was a bouncer, according to authorities. Packard McNeal met McLaughlin after she ran a personal ad that said, ""I know how to take care of my man if he knows how to take care of me,"" the district attorney said in a statement. He supported her financially when they were dating and bought her a beach house, authorities said. Packard McNeal has been jailed once for writing checks to herself from McLaughlin's account without his knowledge, including a $250,000 check on the day he was killed. She pleaded guilty to that crime in 1996 and was jailed for a year. The Orange County officials said new evidence prompted the arrests of the two suspects, who were charged with special circumstances murder for financial gain. Packard McNeal is due to appear in court Friday. Naposki was arrested in Connecticut, where he lives. Orange County authorities have asked that he be sent to California to face trial. Naposki, 42, played in the NFL for the New England Patriots and the Indianapolis Colts.",Who could face life sentences?,Eric Naposki and Nanette Packard McNeal,"Former player Eric Naposki and Nanette Packard McNeal could face life sentences .
DA says Packard McNeal persuaded Naposki to kill her wealthy boyfriend .
Motive was money, authorities say: $1 million insurance policy and $150,000 in will .
She's due in court Friday; Naposki may be sent to California from Connecticut .",45
9765,SUMM_LONG,S_STORY,LONG,624,65,6,"WASHINGTON (CNN) -- It's a frightening scenario, almost a staple of action movies: Someone has fallen onto subway tracks, and a train is rumbling into the station.

iReporter Stuart Gordon spotted rescuers after a woman fell onto subway tracks in Washington.

For a heart-stopping moment, the train is certain to strike the fallen person, until rescue comes at the last possible second.

But at a Washington Metro station near the National Mall on Tuesday, it was an all-too-real scenario, and all the more frightening.

A 68-year-old woman from Nashville, Tennessee, in Washington for the inauguration of Barack Obama, fell off the platform at the Gallery Place-Chinatown stop.

Houston Metro Officer Eliot Swainson, deputized to assist with the huge crowds for the inauguration, was aiding another rider when he heard shouts that someone was on the track.  Watch Swainson describe what happened »

""I turned around and saw a lady standing in the track area,"" Swainson said.

The former Houston police officer rushed into action. He and another Metro rider tried to pull the woman to safety, but with a Red Line train bearing down on the station, they didn't have the time. iReport.com: See photos of the rescue operation

""The train was coming down the tunnel there,"" Swainson said. ""It was coming in closer. I pushed her down and got her tucked down under the platform.""

Swainson cited training from Metro staff for giving him the information he used to get the woman out of danger.

The woman, who was not identified, huddled beneath the lip of the granite platform as the train passed. An emergency response crew brought her back up onto the platform and took her to Washington Hospital Center, where hospital staff said she was treated and released. No further details were provided.

Washington Metropolitan Area Transit Authority spokeswoman Taryn McNeil said Tuesday that the woman had sustained cuts and bruises from the fall.

The agency said transit officers from 18 locations across the country were in Washington to assist with the inauguration crowds. Ridership records were shattered Tuesday: There were more than 1.5 million trips across all the authority's platforms, including more than 1.1 million on the subway system.

The Tennessee woman's accident was the only one reported on the transit line, the authority said. iReport.com: Are you there? Send your photos

As for Swainson, Metro Transit Police Chief Michael Taborn said he did exactly the right thing.

""Due to Officer Swainson's quick response, the woman was not seriously injured,"" Taborn said. ""He did exactly what was expected, and we are enormously grateful for his actions.""

McNeil said the Gallery Place-Chinatown Metro stop was reopened not long after the accident and trains were moving through it, although there were delays.

CNN's Larry Lazo and Kelly Marshall contributed to this report.",What did the woman huddle beneath?,the lip of the granite platform,"Woman, 68, fell off platform at Metro's Gallery Place-Chinatown stop .
Houston Metro Officer Eliot Swainson, another rider tried to pull her up .
When they couldn't grab her, Swainson helped tuck her under platform .
Woman safely huddled beneath platform lip as train passed .",45
6801,SUMM_LONG,S_STORY,LONG,372,77,3,"Khartoum, Sudan (CNN) -- A major Darfur rebel leader and some of his top commanders have been killed, a Sudanese army spokesman announced on state-run radio Sunday. 

""Our armed forces were able to destroy the renegade Khalil Ibrahim, who died along with members of (his group's) leadership that was with him,"" said Alswarmi Khalid, the army's spokesperson. 

Khalid said Ibrahim and members of his group were surrounded and killed in the Wad Banda area -- along the border between North Darfur state and North Kordofan state -- as they attempted to escape to South Sudan. 

Fighting between Darfur rebels and the Sudanese army broke out days ago in North Kordofan, as rebels announced an assault on Khartoum. 

Ibrahim was the leader of the Justice and Equality Movement (JEM), considered the most powerful Darfur rebel group. The JEM had refused to join the Doha Darfur peace document, signed between the Sudanese government and another rebel group, the Liberation and Justice Movement, this year. 

A statement posted on JEM's website confirmed Ibrahim's death, but told a different narrative of events. 

""JEM announces the martyrdom of its chair and head of its armed forces and offers its condolences to all Sudanese people,"" the statement read. 

The JEM said Ibrahim was attacked from air by an unknown plane that hit with ""with accuracy unusual for the regime's army's fighters which led to his martyrdom ... which points to the involvement of and a conspiracy by some in the regional and international circles with Khartoum's genocidal regime."" 

The rebel group reconfirmed its commitment to remove the government from power.",What was he the leader of?,Darfur rebel,"NEW: The JEM rebel group alleges a conspiracy led to the death of its leader .
Sudanese army: Khalil Ibrahim and members of his group's leadership were killed .
Ibrahim was the leader of the Justice and Equality Movement (JEM)
Fighting between Darfur rebels and the Sudanese army broke out days ago in North Kordofan .",45
6026,SUMM_LONG,S_STORY,LONG,688,62,8,"Editor's note: Campbell Brown anchors CNN's ""Campbell Brown: No Bias, No Bull"" at 8 p.m. ET Mondays through Fridays. She delivered this commentary during the ""Cutting through the Bull"" segment of Tuesday night's broadcast.

CNN's Campbell Brown says ""having no life"" isn't a requirement for a man to get a job.

(CNN) -- How many times have politicians been warned about the dangers of an open microphone? And yet, on Tuesday, the lectern mic at the National Governors Conference picked up this little nugget from Pennsylvania's Democratic Gov. Ed Rendell.

He's having a conversation near the lectern about President-elect Barack Obama's choice for to lead the Homeland Security Department, Arizona Gov. Janet Napolitano. Here is what Rendell said about Napolitano:

Rendell: Janet's perfect for that job. Because for that job, you have to have no life. Janet has no family. Perfect. She can devote, literally, 19-20 hours a day to it

Wow. Now, I'm sure Gov. Napolitano has many qualifications for the job beyond having no family, and therefore the ability to devote 20 hours a day to the job.  Watch Campbell Brown's commentary Â»

But it is fascinating to me that that is the quality being highlighted here as so perfect. C'mon. Homeland Security Secretary Michael Chertoff is married with two grown children. His predecessor, Tom Ridge, had a family. Anybody remember a debate about whether they would have trouble balancing the demands of work and family?

Now, I am a fan of Gov. Rendell. He has been on this show many times. I like him for his candor. In our attempts to cut through the bull, he delivers far less bull than most politicians. But it is his frankness here that raises so many questions.

1. If a man had been Obama's choice for the job, would having a family or not having a family ever even have been an issue? Would it have ever prompted a comment? Probably not. We all know the assumption tends to be that with a man, there is almost always a wife in the wings managing those family concerns.

2. As a woman, hearing this, it is hard not to wonder if we are counted out for certain jobs, certain opportunities, because we do have a family or because we are in our child-bearing years. Are we? It is a fair question.

3. If you are a childless, single woman with suspicions that you get stuck working holidays, weekends and the more burdensome shifts more often than your colleagues with families, are those suspicions well-founded? Probably so. Is there an assumption that if you're family-free then you have no life? By some, yes.

Again Gov. Rendell, I don't mean to rake you over the coals. I know what you meant to say. But your comments do perpetuate stereotypes that put us in boxes, both mothers and single women.

In government and beyond, men have been given the benefit of the doubt when it comes to striking the right work-life balance. Women are owed the same consideration.

The opinions expressed in this commentary are solely those of Campbell Brown.",What did Rendell say regarding why she's a good choice?,Janet's perfect for that job.,"Rendell says choice for Homeland Security good because she has ""no life""
Brown: Janet Napolitano has many qualifications beyond having no family .
Nobody would have said the same about a male candidate, Brown says .
Women deserve same treatment as men on work-life issues, she says .",45
680,SUMM_LONG,S_STORY,LONG,622,64,1,"(CNN) -- A 26-year-old man was arraigned Tuesday on murder charges in the January strangling deaths of his girlfriend and her four small children in an Oklahoma apartment. Joshua Durcho told a friend he choked Summer Rust but said her children were elsewhere, an affidavit says. Joshua Steven Durcho is charged with five counts of first degree murder in the January deaths of Summer Rust, 25; her son Teagin, 4; and daughters Evynn, 3, and Autumn and Kirsten, both 7. All five bodies were found January 12 in Rust's apartment in El Reno, Oklahoma, about 30 miles west of Oklahoma City. Authorities believe Durcho killed Rust because she threatened to call the police on him, prosecutors said in court documents released Tuesday. He knew that likely would bring about his arrest, the documents said, because two outstanding bench warrants had been issued on him after he failed to appear in court in two criminal cases -- one on charges of driving under the influence and the second on charges of unlawful possession of a controlled dangerous substance. Durcho had previously served time in prison after being convicted of unlawful possession of marijuana and ""vowed he would never go back to prison,"" the court documents said. Prosecutors intend to seek the death penalty against Durcho, according to the documents, which note each victim suffered ""severe pain and anguish"" as they fought for their lives while being strangled with a ligature, which could include a string, cord or wire. In addition, the documents said, evidence indicates Durcho sexually abused both the 7-year-old girls at or near the time they died. In Tuesday's arraignment, Canadian County District Judge Edward Cunningham entered not guilty pleas on Durcho's behalf, according to The Oklahoman newspaper. An affidavit filed in the case, written by an Oklahoma State Bureau of Investigation agent, said Durcho went to the home of an acquaintance January 12 and said he had ""choked"" Summer Rust -- identified in court papers as Summer Garas -- to death and was leaving Oklahoma. When the acquaintance, a women, asked Durcho about Rust's children, he ""told her that the children were at their grandmother's residence ... while he and Summer worked out their relationship problems,"" according to the affidavit. The acquaintance then called Durcho's mother, who drove to the apartment but received no answer at the door, the affidavit said. She asked her nephew, Durcho's cousin, to accompany her, leading to the discovery of Rust's body. The cousin notified police, and responding officers found the children's bodies in the apartment. According to the court documents released Tuesday, Durcho also told the female acquaintance that he killed Rust because she threatened to call the police on him. Durcho was arrested in Hamilton County, Texas, the day after the bodies were found. He has been appointed public defenders, according to Canadian County, Oklahoma, court records, and earlier waived his right to a preliminary hearing in the case. CNN's Ashley Broughton contributed to this report",how many kids did the woman have,four,"NEW: Court papers say woman, four kids suffered ""severe pain and anguish""
NEW: Two 7-year-old girls sexually assaulted before they died, documents say .
NEW: Threat of returning to prison motivated slayings, prosecutors say .
Bodies found January 12 in apartment in El Reno, Oklahoma .",45
2421,SUMM_LONG,L_STORY,LONG,767,72,3,"(CNN) -- In a race to beat the flu season, medical institutes across the United States will begin human trials for a new H1N1 flu vaccine starting in early August, the National Institutes of Health announced Wednesday. Concern about the H1N1 virus grew after it spread quickly around the globe earlier this year. In the hope of getting the vaccine to those who will need it most by October, the clinical trials will enroll as many as 1,000 adults and children at 10 centers nationwide, said officials at the National Institute of Allergy and Infectious Diseases, a division of the NIH, which will lead the effort. The trials will measure the safety and effectiveness of the vaccine. The research is a first step toward U.S. health officials' goal of developing a safe and effective vaccine against H1N1, also known as swine flu, which has been declared a global pandemic by the World Health Organization The time frame for developing a vaccine is a tight one. ""It's going to be close,"" said Dr. Anthony Fauci, director of the National Institute of Allergy and Infectious Diseases at the National Institutes of Health. ""I believe it can be [ready by October] if things run smoothly. We hope they will, but you never can tell when you're dealing with biological phenomena like making vaccines and administering them."" The announcement of the U.S. trials followed the announcement earlier this week, by an Australian company, CSL Ltd., of the first human trials of a swine flu vaccine. Concern about the H1N1 virus grew after it spread quickly around the globe earlier this year. ""This virus has the potential to cause significant illness with hospitalizations and deaths during the U.S. flu season this fall and winter,"" said Dr. Karen Kotloff, professor of pediatrics and lead investigator and researcher at Maryland's Center for Vaccine Development. ""Vaccines have always been a vital tool for controlling influenza. The results of these studies will help to guide the optimal use of the H1N1 vaccines in the U.S. and elsewhere in the world."" After careful screening, volunteers will be inoculated and then asked to keep a diary on how they feel. After eight days their blood will be checked and after 21 days they will receive another dose, followed again by diary logs and blood tests. Patients will be monitored two months for safety issues, followed by a four-month and six-month checkup. ""The purpose of these trials is always to make sure they are safe,"" Kotloff said. ""But even after six weeks, if things look good, we're pretty sure the vaccine will work."" She noted the response to the vaccine may vary in different age groups. ""This is because young people have not seen a flu virus like this one before,"" she noted. ""Older adults might have some immunity to the new H1N1 virus as a result of being exposed to similar flu viruses in the past. As a result, older adults might need fewer doses or a lower strength of the vaccine than younger individuals."" The vaccine at this point has been tested only in animals, where it has shown to be effective. Further trials will examine questions such as how the vaccine works in combination with the seasonal flu vaccine and whether including an adjutant, a substance that boosts the immune response to vaccines, can make it work better at lower doses. Other trial sites along with the University of Maryland Medical Center are Baylor College of Medicine, Cincinnati Children's Hospital Medical Center, Emory University, Saint Louis University, Seattle Group Health Cooperative, the University of Iowa, and Vanderbilt University. They will be joined by Children's Mercy Hospital and Duke University Medical Center. CNN's Valerie Willingham and Matt Cherry contributed to this report.",When do human trials for the H1N1 flu vaccine start?,"early August,","Human trials for H1N1 flu vaccine start August, says University of Maryland .
Concern about H1N1 grew after it spread around the globe earlier this year .
Patients will be monitored two months for safety issues, followed by checkups .
Vaccine so far tested only in animals, where it has shown to be effective .",45
3211,SUMM_LONG,L_STORY,LONG,766,86,8,"(CNN) -- President Obama's foreign policy agenda may have ""run out of steam"" and he must now take risks and provide effective leadership, former U.S. National Security Adviser Zbigniew Brzezinski said Friday. 

In an interview with CNN's Christiane Amanpour, Brzezinski said Obama's foreign policy agenda is suffering from gridlock in Washington. 

""I have the feeling that because of domestic problems, he has run out of steam, and I don't know really how determined he is to resume what he started doing so well, which is to engage the world constructively,"" Brzezinski said. 

Brzezinski, who is now at the Center for Strategic and International Studies in Washington, said the only way to break the stalemate is for Obama to take the lead. 

The president can show leadership, he said, by ""persuasively going to the country directly, mobilizing the support, taking on some difficult foreign challenge, and prevailing."" 

Brzezinski cited Iran as an example of key challenges Obama ought to tackle. 

Obama should not ""abandon it prematurely,"" he said, noting the complexities of the internal Iranian situation could give the United States ""room for maneuver, and perhaps some basis for expecting an eventual partial accommodation."" 

Brzezinski also cited the Israeli-Palestinian conflict as a key challenge because it ""revolutionizes, radicalizes the Middle East, and maximizes the number of enemies the United States has."" 

Asked how he would grade the Obama administration's performance on Iran and the Middle East, he said, ""Well, rhetorically, A; in terms of performance, B, B-minus."" 

Despite the United States' foreign policy problems, Brzezinski said, the nation has the resources to deal with new global security threats in cyberspace, outer space and on the high seas. 

Brzezinski also commented on the newly published 2010 Quadrennial Defense Review, a legislatively mandated review of the U.S. Department of Defense strategy and priorities. 

The review is meant ""to assess the threats and challenges that the nation faces,"" and to ""rebalance the department's strategies, capabilities and forces to address today's conflicts and tomorrow's threats,"" according to the Department of Defense. 

Brzezinski warned even though the United States has highly sophisticated technology, it also has to be effective in global diplomacy, adding, ""We have neglected that in the course of the last decade."" 

""I think we have to redefine the nature of the enemy,"" Brzezinski said, ""the global security context in which we find ourselves is now fundamentally different."" 

Brzezinski, national security adviser during the Carter administration between 1977 and 1981, noted how the new threats differ from those of the Cold War. 

""When I was in the White House, the threat was concentrated and very lethal,"" he said. ""You know, the Soviet Union, in case of a central war with the United States, could kill roughly 80 million Americans in six hours."" 

Today, Brzezinski said, the United States has ""a lot of threats, ranging from terrorists to rogue states to unpredictable events. And that makes the defense issue more complex, even though it is somewhat rather less lethal."" 

He cited the example of cyberattacks. 

""Are these hackers, for example, from China working for the Chinese government or are they working for some private business? What are their motives?"" 

He said it is vital for the United States to have the capability not only to stop hacking, but to retaliate as well.",what can stop stalemate,is for Obama to take the lead.,"President can stop stalemate by taking risks, showing leadership, Zbigniew Brzezinski says .
Brzezinski cites Iran, Israeli-Palestinian conflict as key challenges Obama should tackle .
On Iran, Middle East, Brzezinski gives administration ""rhetorically, A... performance, B, B-minus""
Compared to Cold War era, U.S. faces broader range of threats, he says .",45
4792,SUMM_LONG,L_STORY,LONG,861,64,2,"(Mental Floss) -- It's hard to walk down the aisle of a liquor store without running across a bottle bearing someone's name. A costumed reveler at a Captain Morgan party celebrates the rum named after the 17th century privateer. We put them in our cocktails, but how well do we know them? Here's some biographical detail on the men behind your favorite tipples: 1. Captain Morgan The Captain wasn't always just the choice of sorority girls looking to blend spiced rum with Diet Coke; in the 17th century he was a feared privateer. Not only did the Welsh pirate marry his own cousin, he ran risky missions for the governor of Jamaica, including capturing some Spanish prisoners in Cuba and sacking Port-au-Prince in Haiti. He then plundered the Cuban coast before holding for ransom the entire city of Portobelo, Panama. He later looted and burned Panama City, but his pillaging career came to an end when Spain and England signed a peace treaty in 1671. Instead of getting in trouble for his high-seas antics, Morgan received knighthood and became the lieutenant governor of Jamaica. Mental Floss: 5 drinking stories that put yours to shame 2. Johnnie Walker Walker, the name behind the world's most popular brand of Scotch whisky, was born in 1805 in Ayrshire, Scotland. When his father died in 1819, Johnnie inherited a trust of a little over 400 pounds, which the trustees invested in a grocery store. Walker became a very successful grocer in the town of Kilmarnock and even sold a whisky, Walker's Kilmarnock Whisky. Johnnie's son Alexander was the one who actually turned the family into famous whisky men, though. Alexander had spent time in Glasgow learning how to blend teas, but he eventually returned to Kilmarnock to take over the grocery from his father. Alexander turned his blending expertise to whisky, and came up with ""Old Highland Whisky,"" which later became Johnnie Walker Black Label. 3. Jack Daniel Jasper Newton ""Jack"" Daniel of Tennessee whiskey fame was the descendant of Welsh settlers who came to the United States in the early 19th century. He was born in 1846 or 1850 and was one of 13 children. By 1866 he was distilling whiskey in Lynchburg, Tennessee. Unfortunately for the distiller, he had a bit of a temper. One morning in 1911 Daniel showed up for work early and couldn't get his safe open. He flew off the handle and kicked the offending strongbox. The kick was so ferocious that Daniel injured his toe, which then became infected. The infection soon became the blood poisoning that killed the whiskey mogul. Curious about why your bottle of J.D. also has Lem Motlow listed as the distillery's proprietor? Daniel's own busy life of distilling and safe-kicking kept him from ever finding a wife and siring an heir, so in 1907 he gave the distillery to his beloved nephew Lem Motlow, who had come to work for him as a bookkeeper. Mental Floss: The many myths of Jack Daniel 4. Jose Cuervo In 1758, Jose Antonio de Cuervo received a land grant from the King of Spain to start an agave farm in the Jalisco region of Mexico. Jose used his agave plants to make mescal, a popular Mexican liquor. In 1795, King Carlos IV gave the land grant to Cuervo's descendant Jose Maria Guadalupe de Cuervo. Carlos IV also granted the Cuervo family the first license to commercially make tequila, so they built a larger factory on the existing land. The family started packaging their wares in individual bottles in 1880, and in 1900 the booze started going by the brand name Jose Cuervo. The brand is still under the leadership of the original Jose Cuervo's family; current boss Juan-Domingo Beckmann is the sixth generation of Cuervo ancestors to run the company. 5. Jim Beam Jim Beam, the namesake of the world's best-selling bourbon whiskey, didn't actually start the distillery that now bears his name. His great-grandfather Jacob Beam opened the distillery",What did Jack Daniel lose to?,blood poisoning,"Capt. Morgan married his own cousin, plundered Cuba and won a knighthood .
Jack Daniel died after losing a fight with a ... safe?
Which best-selling bourbon whiskey was originally called ""Old Tub?""
Gin-maker Tanqueray descended from three-generations of clergymen .",45
1324,SUMM_LONG,S_STORY,LONG,544,70,4,"(CNN) -- An Illinois sheriff filed a federal lawsuit Thursday against the owners of craigslist, accusing the popular national classified-ad Web site of knowingly promoting prostitution. ""Craigslist is the single largest source of prostitution in the nation,"" says Cook County Sheriff Thomas Dart. Cook County Sheriff Thomas Dart wants craigslist to eliminate its Erotic Services section. ""Craigslist is the single largest source of prostitution in the nation,"" Dart said. ""Missing children, runaways, abused women and women trafficked in from foreign countries are routinely forced to have sex with strangers because they're being pimped on craigslist."" The FBI found more than 2,800 child prostitution ads posted on craigslist, with Chicago, Illinois, in the top 10 cities for juvenile prostitution, Dart said. The sheriff also noted instances of what he said was child neglect while parents were engaged in activity solicited on the Web site. In an e-mailed statement, craigslist told CNN it had not seen Dart's complaint but that ""craigslist is an extremely unwise choice for those intent on committing crimes, since criminals inevitably leave an electronic trail to themselves that law enforcement officers will follow."" ""On a daily basis, we are being of direct assistance to police departments and federal authorities nationwide,"" spokeswoman Susan McTavish said. ""Misuse of craigslist to facilitate criminal activity is unacceptable, and we continue to work diligently to prevent it,"" she said. ""Misuse of the site is exceptionally rare compared to how much the site is used for legal purposes. Regardless, any misuse of the site is not tolerated on craigslist."" But Dart said that the Web site for two years has ignored his written requests to shut down the Erotic Services section and failed to take action or adequately monitor the section despite hundreds of arrests. ""Pimps are preying on the most vulnerable members of our society and taking advantage of our struggling economy,"" he said. ""The worst part is craigslist's owners know their Web site is still being used for illegal purposes and they're doing nothing to stop it."" Craigslist entered into an agreement with 43 states' attorneys general in November to enact measures that impose restrictions on its Erotic Services section. The agreement called for the Web site to implement a phone verification system for listings that required ad posters to provide a real telephone number that would be called before the ad went public. Craigslist also imposed listing fees, requiring a credit card, for ads in the section. The proceeds were to be donated to charity. Dart called the fees ""dirty money"" and said the move was a ""publicity stunt"" that had little practical effect because pimps use stolen credit cards or post ads in free sections.",What section of Craiglist does Sheriff Thomas Dart want to cut out?,Erotic Services,"Cook County Sheriff Thomas Dart wants craigslist to cut Erotic Services section .
Dart said that the Web site for 2 years ignored his requests to cut section .
""Craigslist is the single largest source of prostitution in the nation,"" says Dart .
We help police fight illegal activity ""on a daily basis,"" says craigslist spokeswoman .",45
6909,SUMM_LONG,L_STORY,LONG,822,63,1,"LONDON, England (CNN)  -- Henry Allingham, the world's oldest man and the oldest surviving British veteran from World War I, has died at the age of 113, his care home said Saturday. Henry Allingham was a founding member of the modern Royal Air Force. Allingham died in his sleep at St. Dunstan's care home in Ovingdean, England, the home said in a statement. Born on June 6, 1896, Allingham was active until his final days, having celebrated his 113th birthday last month on the HMS President with his family, the care home said. The Guinness Book of World Records Certified Allingham as the world's oldest man last month, St. Dunstan's said. Britain's Queen Elizabeth and Prime Minister Gordon Brown both paid their respects to Allingham on Saturday. ""The queen was saddened to hear of the death of Henry Allingham. He was one of the unique generation who sacrificed so much for us all. Our thoughts are with his family at this time,"" Buckingham Palace said in a statement. ""I had the privilege of meeting Henry many times,"" said Brown. ""He was a tremendous character, one of the last representatives of a generation of tremendous characters. My thoughts are with his family as they mourn his passing but celebrate his life."" Born in the East End of London during the reign of Queen Victoria, Allingham was brought up by his mother and grandparents. His father died when he was a baby. He joined the Royal Naval Air Service as an aircraft mechanic in 1915 after his mother died. Allingham was the last known survivor of the Battle of Jutland, considered the greatest battle of World War I. He was serving aboard the armed trawler HMT Kingfisher, which was sent to meet up with the British fleet as it fought the Germans off what is now mainland Denmark. The battle still holds the record for the most gun-armed battleships and battlecruisers engaged in a fight, according to Britain's Ministry of Defence. In 1917 Allingham was sent to France to support the Royal Flying Corps. His job as a mechanic was to service the aircraft and recover parts from downed planes, but pilots would often ask their mechanics to fly with them, so Allingham would sit behind the pilot and drop bombs or operate the machine gun. Allingham served in Flanders until that November, when he moved to the aircraft depot at Dunkirk, France. He stayed there until the end of the war. Allingham was a founding member of today's Royal Air Force, which was formed in 1918 when the Royal Naval Air Service merged with the Royal Flying Corps. He married his wife, Dorothy, in late 1918 and left the RAF a few months later, in April 1919. But Allingham remained a reservist, and during World War II he was called on to find a solution to the German magnetic mines that were bottling up the English harbor of Harwich, on the Essex coast. Allingham and his team devised an effective system to neutralize the mines, after which every ship was fitted with a neutralizing device using the system. His dedication to the military and the memory of fallen troops never wavered. In his later years especially, Allingham was often seen at memorial events, even though he could no longer walk and had to be transported in a wheelchair. ""Henry was always determined to ensure that today's generation does not forget the sacrifice of those who died on the Western Front,"" St. Dunstan's said in a statement after his death. ""Until recently, he regularly visited schools and attended war-based events as an ambassador for his generation."" Asked once at a memorial ceremony how he would like to be remembered, Allingham brushed off any thought of it, saying people should instead remember those who died in the wars. ""Remember them, not me,"" he said. He was made a chevalier in France's Legion of Honor in 2003 and was promoted to officer earlier this year. In awarding him the honor this year, the French ambassador to Britain thanked Allingham on behalf of French",Where did Allingham die?,and,"Henry Allingham died in his sleep at a care home in Ovingdean, England .
Queen Elizabeth, Prime Minister Gordon Brown pay respects to Allingham .
Born in 1896, Allingham was active until his final days .
Guinness Book of World Records says Allingham was world's oldest man .",45
10139,SUMM_LONG,L_STORY,LONG,855,63,1,"Washington (CNN) -- Alabama now has the toughest immigration law in the nation. The law went into effect on September 29, prompting hundreds of families to pull their children from school and workers to disappear from Alabama farms. A federal appeals court has blocked some provisions, including the one requiring state officials to check the legal status of students in public schools. No doubt, the issue is far from being settled. 

Alabama is just one state where an uproar over immigration has been heard. The rapid growth in Alabama's immigrant population, a large proportion estimated to be mostly present illegally, was the impetus behind the law. But the reality of immigration is more complex than the perception. 

You wouldn't know it from the rhetoric the last few years, but immigration nationally over the past decade was slower than in the 1990s. 

Between 1990 and 2000, the United States gained 11.3 million immigrants, the largest increase this country has ever experienced, a growth rate of 57%. The 2000s, by contrast, witnessed an 8.8 million increase in immigrants, a 28% growth rate. An estimated 40 million foreign-born individuals now call the United States home, according to Census Bureau data released in September, which we analyze in a new report. 

So why the ruckus now? 

The context for immigration has changed considerably since 2000. Economic times were good at the beginning of the decade, so immigrants, legal and illegal, were drawn by plentiful jobs in an expanding economy. Back then, they were viewed as assets to our labor force and society. Today, amid economic distress, unemployment and shrinking public coffers, immigrants are more likely to be viewed as a drain on resources and as competitors for jobs. 

During the economic expansion of the late 1990s, immigrants found new opportunities in some unexpected places. This trend continued in this decade as immigrants dispersed to new metro areas and suburbs within metro areas. The five metropolitan areas with the largest foreign-born populations -- New York, Los Angeles, Miami, Chicago and Houston -- housed a smaller share of the nation's immigrants, just 38% in 2010, compared to 43% in 2000. Meanwhile, immigrants have increasingly settled in the suburbs, so by 2010 a majority of the nation's immigrants are suburban residents. 

Nine metropolitan areasâ€”from Scranton, Pennsylvania to Indianapolis, Indiana to Nashville, Tennesseeâ€”experienced at least a doubling of their foreign-born populations between 2000 and 2010. This rapid change did not come without resistance. In the eight states represented by these metro areas, restrictive immigration legislation was introduced, if not passed. Florida, Tennessee, and Alabama all participate in the 287(g) program, an agreement between state and local law enforcement with Immigration Customs and Enforcement (ICE) delegating authority for immigration enforcement within their jurisdictions. 

The friction in places unaccustomed to or unprepared for new inflows of foreigners, particularly those who are assumed to be present illegally, manifests itself in different ways. In Arizona, Alabama, Georgia, Indiana and South Carolina, where metro areas experienced some of the fastest or largest growth in their foreign-born populations over the decade, state legislatures passed laws in 2011 to crack down on unauthorized residents. 

Not every region is reacting in this way. Metro areas that want to stem their population loss and boost economic growth -- such as Detroit and Cleveland -- are devising ways to woo immigrants. These areas experienced the slowest growth of their immigrant populations among all metropolitan areas -- Detroit at 9% and Cleveland at 6% -- well below the 26% growth across the 100 largest metro areas. 

Dayton, Ohio, where the tiny immigrant population grew by 57% over the past 10 years, is the most recent place to buck the ""stay out"" trend. The city council agreed to a new plan, crafted by 130 community members from all segments of Dayton's communities, outlining a framework for new policies to make the city more open and supportive of immigrants. 

Dayton's Mayor Gary Leitzel emphasized, ""This is not a city of Dayton government program. For this effort to be successful, it will take the support and active participation",What laws are passed,immigration,"Immigration actually slowed down in the last decade despite the uproar, authors say .
They say the immigration issue is much more contentious because of a poor economy .
Some areas have seen immigrant population more than double, prompting controversy .
Authors: While some pass laws to curb immigrants, other places welcome them .",45
